TRANSACTION_ID,DATE,ACTION,TICKER,PRICE,SHARES,LOT_ID
B000061,2024-08-15,BUY,TQQQ,67.98,0.956,
B000062,2024-09-03,BUY,TQQQ,64.13,0.482,
B000063,2024-09-06,BUY,TQQQ,57.44,1.742,
B000064,2024-09-09,BUY,TQQQ,58.98,0.943,
B000065,2024-09-25,BUY,TQQQ,71.61,1.893,
B000066,2024-10-08,BUY,TQQQ,72.01,2.943,
B000067,2024-10-21,BUY,TQQQ,74.22,0.47,
B000068,2024-10-23,BUY,TQQQ,71.36,1.556,
B000069,2024-11-08,BUY,TQQQ,82.06,1.887,
B000070,2024-11-21,BUY,TQQQ,78.19,1.28,
B000071,2024-11-25,BUY,TQQQ,78.00,1.509,
B000072,2024-12-02,BUY,TQQQ,82.16,0.364,
B000073,2024-12-10,BUY,TQQQ,85.41,1.772,
B000074,2024-12-19,BUY,TQQQ,82.85,2.638,
B000075,2025-01-06,BUY,TQQQ,86.68,0.629,
B000076,2025-01-27,BUY,TQQQ,78.54,1.273,
B000077,2025-01-28,BUY,TQQQ,81.09,2.083,
B000078,2025-02-06,BUY,TQQQ,84.65,1.497,
B000079,2025-02-18,BUY,TQQQ,89.93,0.595,
B000080,2025-03-07,BUY,TQQQ,63.46,3.011,
B000081,2025-03-11,BUY,TQQQ,60.01,1.666,
B000082,2025-03-17,BUY,TQQQ,63.22,2.61,
B000083,2025-03-18,BUY,TQQQ,59.97,2.754,
B000084,2025-05-05,BUY,TQQQ,58.00,4.539,
B000085,2025-05-23,BUY,TQQQ,66.35,0.677,
B000086,2025-05-27,BUY,TQQQ,69.92,1.093,
B000087,2025-06-17,BUY,TQQQ,75.05,0.615,
B000088,2025-08-20,BUY,TQQQ,87.10,1.625,
B000089,2025-09-04,BUY,TQQQ,90.28,0.417,
B000090,2025-09-30,BUY,TQQQ,101.70,1.75,
B000091,2025-10-16,BUY,TQQQ,101.26,0.421,
B000092,2025-11-10,BUY,TQQQ,112.17,1.583,
B000093,2025-12-08,BUY,TQQQ,55.48,3.65,
B000094,2024-03-11,BUY,TQQQ,59.38,0.427885,
B000095,2024-04-29,BUY,TQQQ,55.78,0.01918,
B000096,2024-11-05,BUY,TQQQ,73.17,1.4151,
B000097,2025-07-28,BUY,TQQQ,89.58,0.05894,
B000098,2025-10-15,BUY,TQQQ,103.43,0.148216,
B000099,2025-10-30,BUY,TQQQ,118.18,0.217888,
B000100,2025-11-07,BUY,TQQQ,102.09,0.577922,
B000101,2025-11-25,BUY,TQQQ,50.18,0.498249,
B000102,2025-12-22,BUY,TQQQ,54.31,2.355042,
B000103,2026-01-06,BUY,TQQQ,54.25,1.458617,
B000104,2026-01-12,BUY,TQQQ,56.12,1.015344,
B000105,2026-01-20,BUY,TQQQ,52.44,0.686689,
B000106,2026-01-26,BUY,TQQQ,55.5,0.752645,
B000107,2026-02-09,BUY,TQQQ,51.92,1.033513,
B000108,2026-02-23,BUY,TQQQ,49.06,3.22144,
B000109,2026-03-03,BUY,TQQQ,47.68,0.50568,
B000110,2025-07-01,BUY,QLD,115.88,0.415,
B000111,2025-07-08,BUY,QLD,117.58,0.827,
B000112,2025-08-04,BUY,QLD,121.29,0.369,
B000113,2025-08-11,BUY,QLD,127.04,0.899,
B000114,2025-08-28,BUY,QLD,126.76,0.444,
B000115,2025-09-16,BUY,QLD,133.43,0.877,
B000116,2026-03-12,BUY,TQQQ,47.36,2.206761,
B000117,2026-03-16,BUY,TQQQ,47.83,0.148449,
B000118,2026-03-24,BUY,TQQQ,44.08,1.080884,
B000119,2026-04-13,BUY,TQQQ,49.25,0.760889,
B000120,2026-04-21,BUY,TQQQ,58.70,0.451618,
B000121,2026-04-27,BUY,TQQQ,62.24,0.596751,
B000122,2026-05-04,BUY,TQQQ,65.94,0.466657,
B000123,2026-05-11,BUY,QLD,92.10,0.143113,
B000124,2026-05-19,BUY,QLD,89.36,0.850204,
B000125,2026-06-02,BUY,QLD,100.40,0.986204,
B000126,2026-06-24,BUY,TQQQ,75.73,0.126239,
B000127,2026-06-29,BUY,TQQQ,74.65,0.770557,
B000128,2026-07-14,BUY,TQQQ,74.92,0.514949,
B000129,2026-08-07,BUY,QLD,92.13,0.3379,
B000130,2026-08-03,BUY,TQQQ,68.31,0.28417,
B000131,2026-08-24,BUY,TQQQ,69.40,0.218948,
B000132,2026-08-25,BUY,TQQQ,69.84,0.416953,
B000133,2026-08-31,BUY,TQQQ,71.20,1.092351,
B000134,2026-09-01,BUY,TQQQ,69.00,0.257405,
