TICKER,DATE,AMOUNT
GLW,1992-06-02,0.05
GLW,1992-09-01,0.05
GLW,1992-12-08,0.056667
GLW,1993-03-02,0.056667
GLW,1993-06-01,0.056667
GLW,1993-09-03,0.056667
GLW,1993-12-07,0.056667
GLW,1994-03-01,0.056667
GLW,1994-06-06,0.056667
GLW,1994-09-02,0.056667
GLW,1994-12-13,0.06
GLW,1995-02-28,0.06
GLW,1995-05-30,0.06
GLW,1995-08-31,0.06
GLW,1995-12-14,0.06
GLW,1996-02-29,0.06
GLW,1996-05-30,0.06
GLW,1996-08-29,0.06
GLW,1996-11-27,0.06
GLW,1997-01-14,2.333333
GLW,1997-02-27,0.06
GLW,1997-05-29,0.06
GLW,1997-08-28,0.06
GLW,1997-12-11,0.06
GLW,1998-02-26,0.06
GLW,1998-05-28,0.06
GLW,1998-08-28,0.06
GLW,1998-12-10,0.06
GLW,1999-02-25,0.06
GLW,1999-06-03,0.06
GLW,1999-09-02,0.06
GLW,1999-11-29,0.06
GLW,2000-03-02,0.06
GLW,2000-06-01,0.06
GLW,2000-08-31,0.06
GLW,2000-12-14,0.06
GLW,2001-03-01,0.06
GLW,2001-05-31,0.06
GLW,2007-08-27,0.05
GLW,2007-11-13,0.05
GLW,2008-02-28,0.05
GLW,2008-05-29,0.05
GLW,2008-08-27,0.05
GLW,2008-11-13,0.05
GLW,2009-02-26,0.05
GLW,2009-05-28,0.05
GLW,2009-08-27,0.05
GLW,2009-11-12,0.05
GLW,2010-02-24,0.05
GLW,2010-05-26,0.05
GLW,2010-08-26,0.05
GLW,2010-11-15,0.05
GLW,2011-02-24,0.05
GLW,2011-05-26,0.05
GLW,2011-08-29,0.05
GLW,2011-11-14,0.075
GLW,2012-02-27,0.075
GLW,2012-05-29,0.075
GLW,2012-08-29,0.075
GLW,2012-11-14,0.09
GLW,2013-02-26,0.09
GLW,2013-05-29,0.1
GLW,2013-08-28,0.1
GLW,2013-11-13,0.1
GLW,2014-02-26,0.1
GLW,2014-05-28,0.1
GLW,2014-08-27,0.1
GLW,2014-11-12,0.1
GLW,2015-02-25,0.12
GLW,2015-05-27,0.12
GLW,2015-08-27,0.12
GLW,2015-11-10,0.12
GLW,2016-02-23,0.135
GLW,2016-05-26,0.135
GLW,2016-08-29,0.135
GLW,2016-11-15,0.135
GLW,2017-02-24,0.155
GLW,2017-05-26,0.155
GLW,2017-08-29,0.155
GLW,2017-11-15,0.155
GLW,2018-02-27,0.18
GLW,2018-05-30,0.18
GLW,2018-08-30,0.18
GLW,2018-11-15,0.18
GLW,2019-02-27,0.2
GLW,2019-05-30,0.2
GLW,2019-08-29,0.2
GLW,2019-11-14,0.2
GLW,2020-02-27,0.22
GLW,2020-05-28,0.22
GLW,2020-08-27,0.22
GLW,2020-11-12,0.22
GLW,2021-02-25,0.24
GLW,2021-05-27,0.24
GLW,2021-08-30,0.24
GLW,2021-11-10,0.24
GLW,2022-02-25,0.27
GLW,2022-05-27,0.27
GLW,2022-08-30,0.27
GLW,2022-11-17,0.27
GLW,2023-02-27,0.28
GLW,2023-05-30,0.28
GLW,2023-08-30,0.28
GLW,2023-11-16,0.28
GLW,2024-02-28,0.28
GLW,2024-05-31,0.28
GLW,2024-08-30,0.28
GLW,2024-11-15,0.28
GLW,2025-02-28,0.28
GLW,2025-05-30,0.28
GLW,2025-08-29,0.28
GLW,2025-11-14,0.28
GLW,2026-02-27,0.28
PRYMY,2012-04-23,0.14
PRYMY,2013-04-22,0.273
PRYMY,2014-04-22,0.29
PRYMY,2015-04-17,0.222
PRYMY,2016-04-15,0.238
PRYMY,2017-04-21,0.228
PRYMY,2018-04-23,0.265
PRYMY,2018-07-20,0.378
PRYMY,2019-04-23,0.242
PRYMY,2019-06-24,0.242
PRYMY,2020-05-18,0.135
PRYMY,2021-05-24,0.302
PRYMY,2022-04-19,0.303
PRYMY,2023-04-24,0.332
PRYMY,2024-04-24,0.372
PRYMY,2025-04-23,0.454
PRYMY,2026-04-21,0.521
AXP,1977-04-01,0.019311
AXP,1977-07-01,0.019311
AXP,1977-10-03,0.02253
AXP,1977-12-30,0.02253
AXP,1978-04-03,0.02253
AXP,1978-06-30,0.025748
AXP,1978-10-02,0.025748
AXP,1978-12-29,0.025748
AXP,1979-04-02,0.028967
AXP,1979-06-29,0.028967
AXP,1979-10-01,0.028967
AXP,1979-12-28,0.028967
AXP,1980-03-28,0.032186
AXP,1980-06-27,0.032186
AXP,1980-09-29,0.032186
AXP,1980-12-26,0.032186
AXP,1981-03-30,0.032186
AXP,1981-06-29,0.032186
AXP,1981-10-05,0.032186
AXP,1982-01-04,0.035404
AXP,1982-07-02,0.035404
AXP,1982-10-04,0.035404
AXP,1983-01-03,0.038623
AXP,1983-04-04,0.038623
AXP,1983-07-01,0.041197
AXP,1983-10-03,0.041197
AXP,1983-12-30,0.041197
AXP,1984-04-02,0.041197
AXP,1984-06-29,0.041197
AXP,1984-10-01,0.041197
AXP,1984-12-28,0.041197
AXP,1985-03-29,0.041197
AXP,1985-06-28,0.041197
AXP,1985-09-30,0.043772
AXP,1985-12-27,0.043772
AXP,1986-03-27,0.043772
AXP,1986-06-27,0.043772
AXP,1986-09-29,0.043772
AXP,1986-12-26,0.046347
AXP,1987-03-30,0.048922
AXP,1987-06-26,0.048922
AXP,1987-09-29,0.087545
AXP,1987-10-05,0.048922
AXP,1987-12-31,0.048922
AXP,1988-01-04,0.048922
AXP,1988-04-04,0.048922
AXP,1988-07-01,0.048922
AXP,1988-10-03,0.048922
AXP,1988-12-30,0.054072
AXP,1989-04-03,0.054072
AXP,1989-06-30,0.054072
AXP,1989-10-02,0.054072
AXP,1989-12-29,0.059221
AXP,1990-04-02,0.059221
AXP,1990-06-29,0.059221
AXP,1990-10-01,0.059221
AXP,1990-12-28,0.059221
AXP,1991-04-01,0.059221
AXP,1991-06-28,0.059221
AXP,1991-09-30,0.064371
AXP,1991-12-27,0.064371
AXP,1992-03-30,0.064371
AXP,1992-06-26,0.064371
AXP,1992-09-28,0.064371
AXP,1993-01-04,0.064371
AXP,1993-03-29,0.064371
AXP,1993-07-02,0.064371
AXP,1993-10-04,0.064371
AXP,1994-01-03,0.064371
AXP,1994-04-04,0.064371
AXP,1994-07-01,0.065648
AXP,1994-10-03,0.065648
AXP,1994-12-30,0.065648
AXP,1995-04-03,0.065648
AXP,1995-07-05,0.065648
AXP,1995-10-11,0.065648
AXP,1996-01-03,0.065648
AXP,1996-04-02,0.065648
AXP,1996-07-02,0.065648
AXP,1996-10-09,0.065648
AXP,1996-12-31,0.065648
AXP,1997-04-02,0.065648
AXP,1997-07-01,0.065648
AXP,1997-10-01,0.065648
AXP,1997-12-30,0.065648
AXP,1998-04-07,0.065648
AXP,1998-06-30,0.065648
AXP,1998-10-07,0.065648
AXP,1999-01-06,0.065648
AXP,1999-03-30,0.065648
AXP,1999-06-30,0.065939
AXP,1999-10-06,0.065648
AXP,2000-01-05,0.065648
AXP,2000-04-20,0.070024
AXP,2000-07-05,0.070024
AXP,2000-10-04,0.070024
AXP,2001-01-03,0.070024
AXP,2001-04-04,0.070024
AXP,2001-07-03,0.070024
AXP,2001-10-03,0.070024
AXP,2002-01-02,0.070024
AXP,2002-04-03,0.070024
AXP,2002-07-02,0.070024
AXP,2002-10-02,0.070024
AXP,2002-12-31,0.070024
AXP,2003-04-02,0.070024
AXP,2003-07-01,0.08753
AXP,2003-10-01,0.08753
AXP,2003-12-30,0.08753
AXP,2004-03-31,0.08753
AXP,2004-06-30,0.08753
AXP,2004-10-06,0.105036
AXP,2005-01-05,0.105036
AXP,2005-03-30,0.105036
AXP,2005-06-29,0.105036
AXP,2005-10-05,0.12
AXP,2006-01-04,0.12
AXP,2006-04-05,0.12
AXP,2006-07-05,0.15
AXP,2006-10-04,0.15
AXP,2007-01-03,0.15
AXP,2007-04-03,0.15
AXP,2007-07-03,0.15
AXP,2007-10-03,0.15
AXP,2008-01-02,0.18
AXP,2008-04-09,0.18
AXP,2008-07-09,0.18
AXP,2008-10-01,0.18
AXP,2009-01-07,0.18
AXP,2009-04-01,0.18
AXP,2009-06-30,0.18
AXP,2009-09-30,0.18
AXP,2010-01-07,0.18
AXP,2010-03-30,0.18
AXP,2010-06-30,0.18
AXP,2010-10-06,0.18
AXP,2011-01-05,0.18
AXP,2011-04-06,0.18
AXP,2011-06-29,0.18
AXP,2011-10-05,0.18
AXP,2012-01-04,0.18
AXP,2012-04-03,0.2
AXP,2012-07-03,0.2
AXP,2012-10-03,0.2
AXP,2013-01-02,0.2
AXP,2013-04-03,0.2
AXP,2013-07-02,0.23
AXP,2013-10-02,0.23
AXP,2014-01-08,0.23
AXP,2014-04-02,0.23
AXP,2014-07-09,0.26
AXP,2014-10-01,0.26
AXP,2015-01-07,0.26
AXP,2015-03-31,0.26
AXP,2015-06-30,0.29
AXP,2015-10-07,0.29
AXP,2016-01-06,0.29
AXP,2016-04-06,0.29
AXP,2016-06-29,0.29
AXP,2016-10-05,0.32
AXP,2017-01-04,0.32
AXP,2017-04-05,0.32
AXP,2017-07-05,0.32
AXP,2017-10-05,0.35
AXP,2018-01-04,0.35
AXP,2018-04-05,0.35
AXP,2018-07-05,0.35
AXP,2018-10-04,0.39
AXP,2019-01-03,0.39
AXP,2019-04-04,0.39
AXP,2019-07-03,0.39
AXP,2019-10-03,0.43
AXP,2020-01-02,0.43
AXP,2020-04-02,0.43
AXP,2020-07-01,0.43
AXP,2020-10-08,0.43
AXP,2021-01-07,0.43
AXP,2021-03-31,0.43
AXP,2021-07-01,0.43
AXP,2021-10-07,0.43
AXP,2022-01-06,0.43
AXP,2022-04-07,0.52
AXP,2022-06-30,0.52
AXP,2022-10-13,0.52
AXP,2023-01-05,0.52
AXP,2023-04-05,0.6
AXP,2023-07-06,0.6
AXP,2023-10-05,0.6
AXP,2024-01-04,0.6
AXP,2024-04-04,0.7
AXP,2024-07-05,0.7
AXP,2024-10-04,0.7
AXP,2025-01-03,0.7
AXP,2025-04-04,0.82
AXP,2025-07-03,0.82
AXP,2025-10-10,0.82
AXP,2026-01-02,0.82
AXP,2026-04-02,0.95
MSFT,2003-02-19,0.08
MSFT,2003-10-15,0.16
MSFT,2004-08-23,0.08
MSFT,2004-11-15,3.08
MSFT,2005-02-15,0.08
MSFT,2005-05-16,0.08
MSFT,2005-08-15,0.08
MSFT,2005-11-15,0.08
MSFT,2006-02-15,0.09
MSFT,2006-05-15,0.09
MSFT,2006-08-15,0.09
MSFT,2006-11-14,0.1
MSFT,2007-02-13,0.1
MSFT,2007-05-15,0.1
MSFT,2007-08-14,0.1
MSFT,2007-11-13,0.11
MSFT,2008-02-19,0.11
MSFT,2008-05-13,0.11
MSFT,2008-08-19,0.11
MSFT,2008-11-18,0.13
MSFT,2009-02-17,0.13
MSFT,2009-05-19,0.13
MSFT,2009-08-18,0.13
MSFT,2009-11-17,0.13
MSFT,2010-02-16,0.13
MSFT,2010-05-18,0.13
MSFT,2010-08-17,0.13
MSFT,2010-11-16,0.16
MSFT,2011-02-15,0.16
MSFT,2011-05-17,0.16
MSFT,2011-08-16,0.16
MSFT,2011-11-15,0.2
MSFT,2012-02-14,0.2
MSFT,2012-05-15,0.2
MSFT,2012-08-14,0.2
MSFT,2012-11-13,0.23
MSFT,2013-02-19,0.23
MSFT,2013-05-14,0.23
MSFT,2013-08-13,0.23
MSFT,2013-11-19,0.28
MSFT,2014-02-18,0.28
MSFT,2014-05-13,0.28
MSFT,2014-08-19,0.28
MSFT,2014-11-18,0.31
MSFT,2015-02-17,0.31
MSFT,2015-05-19,0.31
MSFT,2015-08-18,0.31
MSFT,2015-11-17,0.36
MSFT,2016-02-16,0.36
MSFT,2016-05-17,0.36
MSFT,2016-08-16,0.36
MSFT,2016-11-15,0.39
MSFT,2017-02-14,0.39
MSFT,2017-05-16,0.39
MSFT,2017-08-15,0.39
MSFT,2017-11-15,0.42
MSFT,2018-02-14,0.42
MSFT,2018-05-16,0.42
MSFT,2018-08-15,0.42
MSFT,2018-11-14,0.46
MSFT,2019-02-20,0.46
MSFT,2019-05-15,0.46
MSFT,2019-08-14,0.46
MSFT,2019-11-20,0.51
MSFT,2020-02-19,0.51
MSFT,2020-05-20,0.51
MSFT,2020-08-19,0.51
MSFT,2020-11-18,0.56
MSFT,2021-02-17,0.56
MSFT,2021-05-19,0.56
MSFT,2021-08-18,0.56
MSFT,2021-11-17,0.62
MSFT,2022-02-16,0.62
MSFT,2022-05-18,0.62
MSFT,2022-08-17,0.62
MSFT,2022-11-16,0.68
MSFT,2023-02-15,0.68
MSFT,2023-05-17,0.68
MSFT,2023-08-16,0.68
MSFT,2023-11-15,0.75
MSFT,2024-02-14,0.75
MSFT,2024-05-15,0.75
MSFT,2024-08-15,0.75
MSFT,2024-11-21,0.83
MSFT,2025-02-20,0.83
MSFT,2025-05-15,0.83
MSFT,2025-08-21,0.83
MSFT,2025-11-20,0.91
MSFT,2026-02-19,0.91
MSFT,2026-05-21,0.91
ASML,2007-10-01,3.688312
ASML,2008-04-07,0.481818
ASML,2009-03-30,0.350649
ASML,2010-03-26,0.367532
ASML,2011-04-26,0.7
ASML,2012-04-30,0.77013
ASML,2012-11-29,11.87
ASML,2013-04-26,0.706
ASML,2014-04-25,0.835
ASML,2015-04-24,0.811
ASML,2016-05-03,1.145
ASML,2017-04-28,1.307
ASML,2018-04-27,1.718
ASML,2019-04-26,2.386
ASML,2019-11-04,1.17
ASML,2020-04-24,1.458
ASML,2020-11-02,1.396
ASML,2021-05-03,1.87
ASML,2021-11-02,2.084
ASML,2022-05-03,3.898
ASML,2022-08-04,1.396
ASML,2022-11-03,1.34
ASML,2023-02-06,1.472
ASML,2023-05-01,1.858
ASML,2023-08-01,1.593
ASML,2023-11-01,1.53
ASML,2024-02-05,1.556
ASML,2024-04-26,1.873
ASML,2024-07-29,1.643
ASML,2024-10-29,1.641
ASML,2025-02-11,1.57
ASML,2025-04-28,2.091
ASML,2025-07-29,1.847
ASML,2025-10-29,1.864
ASML,2026-02-10,1.883
ASML,2026-04-27,3.177
STN,2012-03-28,0.0755
STN,2012-06-27,0.073
STN,2012-09-26,0.0765
STN,2012-12-27,0.075
STN,2013-03-26,0.0805
STN,2013-06-26,0.0785
STN,2013-09-25,0.08
STN,2013-12-27,0.0775
STN,2014-03-26,0.083
STN,2014-06-25,0.086
STN,2014-09-24,0.0835
STN,2014-12-29,0.08
STN,2015-03-27,0.084
STN,2015-06-26,0.085
STN,2015-09-28,0.079
STN,2015-12-29,0.076
STN,2016-03-29,0.085
STN,2016-06-28,0.086
STN,2016-09-28,0.085
STN,2016-12-28,0.083
STN,2017-03-29,0.093
STN,2017-06-28,0.095
STN,2017-09-28,0.1
STN,2017-12-28,0.099
STN,2018-03-28,0.107
STN,2018-06-28,0.103
STN,2018-09-27,0.106
STN,2018-12-27,0.101
STN,2019-03-28,0.108
STN,2019-06-27,0.11
STN,2019-09-27,0.109
STN,2019-12-27,0.111
STN,2020-03-30,0.111
STN,2020-06-29,0.113
STN,2020-09-29,0.116
STN,2020-12-30,0.121
STN,2021-03-30,0.131
STN,2021-06-29,0.134
STN,2021-09-28,0.131
STN,2021-12-30,0.129
STN,2022-03-30,0.144
STN,2022-06-29,0.14
STN,2022-09-28,0.131
STN,2022-12-29,0.132
STN,2023-03-30,0.144
STN,2023-06-29,0.147
STN,2023-09-28,0.144
STN,2023-12-28,0.148
STN,2024-03-27,0.155
STN,2024-06-28,0.153
STN,2024-09-27,0.156
STN,2024-12-31,0.146
STN,2025-03-28,0.157
STN,2025-06-30,0.164
STN,2026-03-31,0.176
VOO,2010-09-24,0.558
VOO,2010-12-27,0.526
VOO,2011-03-25,0.536
VOO,2011-06-24,0.57
VOO,2011-09-23,0.58
VOO,2011-12-23,0.686
VOO,2012-03-26,0.57
VOO,2012-06-25,0.64
VOO,2012-09-24,0.686
VOO,2012-12-24,0.94
VOO,2013-03-22,0.67
VOO,2013-06-24,0.738
VOO,2013-09-23,0.786
